kanji_char	word	reading	pos	en_gloss	frequency_rank	han_viet
山	山荘	さんそう	n	mountain villa; mountain retreat; mountain cottage	9361	sơn ?
山	山賊	さんぞく	n	bandit; brigand	9362	sơn tặc
山	山地	さんち	n	mountainous region; mountainous district; hilly district	9363	sơn địa
山	山頂	さんちょう	n	summit (of a mountain)	9364	sơn đính
四	四国	しこく	n	Shikoku (smallest of the four main islands of Japan)	9497	tứ ?
四	四肢	しし	n	the (four) limbs; arms and legs	9498	tứ chi
四	四時	よじ	n	four o'clock	9499	tứ thì
四	四捨五入	ししゃごにゅう	n	rounding (off; a number); rounding half away from zero	9500	tứ xả ngũ nhập
四	四重奏	しじゅうそう	n	instrumental quartet	9501	tứ trọng tấu
四	四日	よっか	n	4th day of the month	9503	tứ nhật
四	四方	しほう	n	the four cardinal directions; north, east, south and west; all directions	9505	tứ phương
四	四輪車	よんりんしゃ	n	automobile; car	9506	tứ luân xa
四	真四角	ましかく	adj-no	square	11539	chân tứ góc
四	二十四時間制	にじゅうよじかんせい	n	around-the-clock system	14896	nhì thập tứ thì gian chế
四	四	し	num	four; 4	18533	tứ
四	十四	じゅうし	num	fourteen; 14	18552	thập tứ
子	茄子	なす	n	eggplant (Solanum melongena); aubergine	5657	nhà tí
子	菓子	かし	n	confectionery; sweets; candy; cake	5667	? tí
子	菓子屋	かしや	n	confectionery shop; candy store; sweet shop	5668	? tí ốc
子	辛子	からし	n	mustard	5906	tân tí
子	格子	こうし	n	lattice; latticework; window bars; grid; grating; trellis	6030	cách tí
子	教え子	おしえご	n	one's student (esp. a former one); one's pupil; one's disciple	7153	giáo tí
子	君子	くんし	n	man of virtue; wise man; (true) gentleman	7488	quân tí
子	原子	げんし	n	atom	8003	nguyên tí
子	原子核	げんしかく	n	nucleus; atomic nucleus	8004	nguyên tí hạch
子	原子力	げんしりょく	n	atomic energy; nuclear power	8005	nguyên tí lực
子	原子炉	げんしろ	n	atomic reactor; nuclear reactor	8006	nguyên tí ?
子	公子	こうし	n	young nobleman	8382	công tí
時	何時も	いつも	adv	always; all the time; at all times	5490	? thì
時	何時間	なんじかん	exp	how many hours	5491	? thì gian
時	何時頃	いつごろ	n	about when; about what time; how soon	5492	? thì khoảnh
時	夏時間	なつじかん	n	daylight saving time; daylight savings time; summer time	5545	? thì gian
時	学生時代	がくせいじだい	n	student days	6104	? sinh thì đại
時	休憩時間	きゅうけいじかん	n	rest period; intermission; break time; recess	6876	hưu ? thì gian
時	現時点	げんじてん	n	present point (i.e. in history); at the present time	8070	hiện thì điểm
時	江戸時代	えどじだい	n	Edo period (1603-1868)	8598	giang ? thì đại
時	今時	いまどき	n	these days; nowadays; today; present age; modern times	8938	kim thì
時	砂時計	すなどけい	n	hourglass; sandglass	9032	? thì kể
時	４時	よじ	n	four o'clock	9499	thì
時	時	とき	n	time; hour; moment	9829	thì
七	十七	じゅうなな	num	seventeen; 17	18553	thập thất
七	二七日	ふたなぬか	n	second week's memorial services	18676	nhì thất nhật
七	七七日	しちしちにち	n	49th day after death	19181	thất thất nhật
七	十七日	じゅうしちにち	n	17th day of the month	22323	thập thất nhật
七	二十七日	にじゅうしちにち	n	27th day of the month	22330	nhì thập thất nhật
七	七時	しちじ	n	seven o'clock	22461	thất thì
社	航空会社	こうくうがいしゃ	n	airline company	8655	hàng không hội xã
社	子会社	こがいしゃ	n	subsidiary (company)	9524	tí hội xã
社	支社	ししゃ	n	branch office	9613	chi xã
社	自社	じしゃ	n	one's company; company one works for	9911	tự xã
社	社員	しゃいん	n	company employee	10102	xã viên
社	社会	しゃかい	n	society; public; community; the world	10103	xã hội
社	社会科学	しゃかいかがく	n	social science	10104	xã hội khoa ?
社	社会学	しゃかいがく	n	sociology	10105	xã hội ?
社	社会主義	しゃかいしゅぎ	n	socialism	10106	xã hội chúa nghĩa
社	社会人	しゃかいじん	n	working adult; full-fledged member of society	10107	xã hội nhân
社	社会党	しゃかいとう	n	Socialist Party	10108	xã hội ?
社	社会福祉	しゃかいふくし	n	social welfare	10109	xã hội phúc ?
車	号車	ごうしゃ	suf	suffix for train car numbers	8777	hiệu xa
車	四輪車	よんりんしゃ	n	automobile; car	9506	tứ luân xa
車	歯車	はぐるま	n	gear; cogwheel	9758	? xa
車	自転車	じてんしゃ	n	bicycle; bike	9933	tự ? xa
車	自動車	じどうしゃ	n	car; automobile; motorcar; motor vehicle; auto	9937	tự động xa
車	車	くるま	n	car; automobile; vehicle	10126	xa
車	車椅子	くるまいす	n	wheelchair	10127	xa ? tí
車	車検	しゃけん	n	vehicle inspection	10128	xa ?
車	車庫	しゃこ	n	garage; carport; depot (for trains, buses, etc.); shed; carbarn	10129	xa kho
車	車軸	しゃじく	n	axle	10130	xa trục
車	車種	しゃしゅ	n	car model	10131	xa chõng
車	車掌	しゃしょう	n	(train) conductor	10132	xa ?
手	王手	おうて	n	check	5338	vương thủ
手	下手	したて	n	humble position; inferior	5427	hạ thủ
手	下手	へた	adj-na	unskillful; poor; awkward	5428	hạ thủ
手	下手投げ	したてなげ	n	underhand throw	5429	hạ thủ đầu
手	下手くそ	へたくそ	adj-na	unskilled; clumsy; lousy; poor; awkward; shitty	5430	hạ thủ
手	歌手	かしゅ	n	singer	5607	ca thủ
手	外野手	がいやしゅ	n	outfielder	5988	ngoại dã thủ
手	旗手	きしゅ	n	standard-bearer; flag-bearer	6574	cờ thủ
手	騎手	きしゅ	n	horseman; rider; jockey	6748	kị thủ
手	苦手	にがて	adj-na	poor (at); weak (in); not very good (at)	7394	khổ thủ
手	空手	からて	n	karate	7441	không thủ
手	決め手	きめて	n	decider; person who decides	7723	quyết thủ
週	先週	せんしゅう	n	last week; the week before	12355	tiên chu
週	前週	ぜんしゅう	n	last week; the week before	12532	tiền chu
週	翌週	よくしゅう	n	the following week; the next week	17688	? chu
週	来週	らいしゅう	n	next week	17701	? chu
週	隔週	かくしゅう	adv	every other week; every two weeks	19763	cách chu
週	週休	しゅうきゅう	n	weekly holiday	19865	chu hưu
週	週内	しゅうない	n	by the end of this week; within the week	20878	chu nội
週	週明け	しゅうあけ	n	beginning of next week (usu. Monday); early next week	20879	chu minh
週	今週末	こんしゅうまつ	n	this weekend	21904	kim chu mạt
十	十月	じゅうがつ	n	October	10547	thập nguyệt
十	十五	じゅうご	num	fifteen; 15	10548	thập ngũ
十	十三	じゅうさん	num	thirteen; 13	10549	thập tam
十	十字	じゅうじ	n	cross; cross shape	10550	thập tự
十	十字架	じゅうじか	n	cross (for crucifixion); the Cross (of Christ)	10551	thập tự giá
十	十字路	じゅうじろ	n	crossroads; intersection	10552	thập tự lộ
十	十日	とおか	n	10th day of the month	10556	thập nhật
十	十分	じゅうぶん	adj-na	enough; sufficient; plenty; adequate; satisfactory	10558	thập phân
十	十万	じゅうまん	num	100,000; hundred thousand	10559	thập vạn
十	十両	じゅうりょう	n	second highest division; wrestlers of the second highest division	10560	thập ?
十	二十	にじゅう	num	twenty; 20	14895	nhì thập
十	二十四時間制	にじゅうよじかんせい	n	around-the-clock system	14896	nhì thập tứ thì gian chế
出	繰り出す	くりだす	v5s	to draw (a thread); to let out (e.g. a rope)	7477	thao xuất
出	傑出	けっしゅつ	n	being outstanding; excelling; being foremost	7707	kiệt xuất
出	検出	けんしゅつ	n	detection; sense (e.g. sensor)	7865	? xuất
出	見出す	みいだす	v5s	to find out; to discover; to notice; to detect	7904	kiến xuất
出	見出し	みだし	n	heading; headline; title; caption	7928	kiến xuất
出	言い出す	いいだす	v5s	to begin to say; to start talking; to broach (a matter); to bring up; to come out with	8084	ngôn xuất
出	呼び出す	よびだす	v5s	to call (someone) to (the door, phone, etc.); to tell (someone) to come; to call up (on the phone); to summon; to page; to invoke (e.g. a spirit)	8139	hô xuất
出	口出し	くちだし	n	meddling (in); butting in; interference; poking one's nose into	8458	khẩu xuất
出	差し出す	さしだす	v5s	to hold out; to extend (e.g. a hand)	9016	sai xuất
出	歳出	さいしゅつ	n	annual expenditure (of a state, organization, etc.)	9136	tuế xuất
出	作り出す	つくりだす	v5s	to manufacture; to produce; to raise (crops)	9223	tác xuất
出	算出	さんしゅつ	n	calculation; computation	9398	toán xuất
書	原書	げんしょ	n	original document (not a copy or adaptation); book in its original language (esp. a European language)	8008	nguyên thư
書	後書き	あとがき	n	afterword; postscript	8249	hậu thư
書	公文書	こうぶんしょ	n	official document; archives	8412	công văn thư
書	参考書	さんこうしょ	n	reference book; study-aid book; supplemental textbook; student handbook	9338	? khảo thư
書	司書	ししょ	n	librarian	9479	ti thư
書	私書箱	ししょばこ	n	post office box	9662	tư thư rương
書	辞書	じしょ	n	dictionary; lexicon	9961	từ thư
書	手書き	てがき	n	handwriting	10286	thủ thư
書	縦書き	たてがき	n	writing vertically; vertical writing	10582	? thư
書	書き言葉	かきことば	n	written word; written language	10846	thư ngôn diệp
書	書き込む	かきこむ	v5m	to fill in (field, entry, etc.); to fill out (form)	10847	thư ?
書	書き取る	かきとる	v5r	to write down (what someone says); to take down dictation; to take notes (e.g. of a lecture)	10848	thư thủ
女	処女	しょじょ	n	virgin (usu. female); maiden	10784	? nữa
女	女	おんな	n	woman; female	10889	nữa
女	女の子	おんなのこ	exp	girl; daughter; baby girl	10890	nữa tí
女	女の人	おんなのひと	exp	woman	10891	nữa nhân
女	女らしい	おんならしい	adj-i	womanly; ladylike; feminine	10892	nữa
女	女医	じょい	n	female doctor	10893	nữa ?
女	女王	じょおう	n	queen	10894	nữa vương
女	女史	じょし	n	lady (of high social status; e.g. scholar, artist, critic, politician)	10895	nữa sử
女	女子	じょし	n	woman; girl	10896	nữa tí
女	女子高	じょしこう	n	girls' high school	10897	nữa tí cao
女	女子高生	じょしこうせい	n	female high school student	10898	nữa tí cao sinh
女	女子大	じょしだい	n	women's college; women's university	10899	nữa tí đại
小	小屋	こや	n	hut; cabin; shed; (animal) pen	10979	tiểu ốc
小	小学	しょうがく	n	elementary school; primary school; grade school	10980	tiểu ?
小	小学校	しょうがっこう	n	primary school; elementary school; grade school	10981	tiểu ? chò
小	小学生	しょうがくせい	n	elementary school student; primary school student; grade school student	10982	tiểu ? sinh
小	小規模	しょうきぼ	adj-na	small scale	10983	tiểu qui mô
小	小結	こむすび	n	wrestler of the fourth highest rank	10984	tiểu kết
小	小遣い	こづかい	n	pocket money; spending money; pin money; allowance	10985	tiểu khiến
小	小言	こごと	n	scolding; telling-off; rebuke; lecture	10986	tiểu ngôn
小	小康	しょうこう	n	lull; breathing spell; respite	10987	tiểu khang
小	小国	しょうこく	n	small country	10988	tiểu ?
小	小さじ	こさじ	n	teaspoon	10989	tiểu
小	小皿	こざら	n	small plate; small dish	10990	tiểu mãnh
少	少額	しょうがく	n	small sum (of money); small amount	11024	thiểu ngạch
少	少佐	しょうさ	n	major; lieutenant commander; wing commander	11025	thiểu tá
少	少将	しょうしょう	n	major general; rear admiral; air commodore	11026	thiểu ?
少	少数	しょうすう	n	small number; few; minority	11027	thiểu ?
少	少年	しょうねん	n	boy	11028	thiểu nên
少	青少年	せいしょうねん	n	young people; youth; the younger generation	12171	thanh thiểu nên
少	多少	たしょう	adv	a little; some; somewhat; slightly; to some degree; to some extent	13012	đa thiểu
少	幼少	ようしょう	n	infancy; childhood; tender age	17562	ấu thiểu
少	少女	しょうじょ	n	girl (usu. between 7 and 17); young lady	18570	thiểu nữa
少	少々	しょうしょう	adv	a little; a bit; a small amount; a few; a pinch; some	19205	thiểu
少	少量	しょうりょう	n	small quantity; small amount	19211	thiểu ?
少	少なからず	すくなからず	adv	considerably; not a little; in no small numbers	19239	thiểu
上	格上げ	かくあげ	n	status elevation; upgrading; promotion	6031	cách thượng
上	机上	きじょう	n	on the desk	6572	cơ thượng
上	起き上がる	おきあがる	v5r	to rise; to get up; to stand up; to sit up	6722	khởi thượng
上	逆上せる	のぼせる	v1	to feel dizzy; to have blood rush to one's head	6856	nghịch thượng
上	極上	ごくじょう	adj-no	first-rate; finest quality; the best	7260	cực thượng
上	繰り上げる	くりあげる	v1	to move up; to advance	7478	thao thượng
上	計上	けいじょう	n	including (a cost) in a total calculation; appropriating (a sum of money); recording; allocating; booking	7634	kể thượng
上	献上	けんじょう	n	presenting (to)	7880	hiến thượng
上	見上げる	みあげる	v1	to look up at; to raise one's eyes	7929	kiến thượng
上	口上	こうじょう	n	vocal message; speech; statement	8460	khẩu thượng
上	向上	こうじょう	n	elevation; rise; improvement; advancement; progress	8477	hướng thượng
上	差し上げる	さしあげる	v1	to lift up; to hold up; to raise	9017	sai thượng
食	月食	げっしょく	n	lunar eclipse	7785	nguyệt ?
食	乞食	こじき	n	beggar	8319	khất ?
食	菜食	さいしょく	n	vegetable diet	9174	? ?
食	試食	ししょく	n	sampling food; tasting; trying	9723	thí ?
食	主食	しゅしょく	n	staple food	10211	chúa ?
食	食い違い	くいちがい	n	difference; disagreement; conflict; clash; discrepancy; inconsistency	11330	? vi
食	食い違う	くいちがう	v5u	to not match well (e.g. at the seams); to not mesh properly (of gears)	11331	? vi
食	食い込む	くいこむ	v5m	to bite into (e.g. rope into skin); to cut into; to dig into (e.g. of fingernails)	11332	? ?
食	食い止める	くいとめる	v1	to check; to hold back; to keep at bay; to stop; to prevent; to stem; to curb; to halt	11333	? chỉ
食	食べる	たべる	v1	to eat	11334	?
食	食べ過ぎる	たべすぎる	v1	to overeat	11335	? quá
食	食べ物	たべもの	n	food	11336	? vật
新	刷新	さっしん	n	reform; renovation	9265	loát tân
新	斬新	ざんしん	adj-na	novel; original; new; innovative	9417	trảm tân
新	新	しん	pref	new; neo-	11451	tân
新	新しい	あたらしい	adj-i	new; novel; fresh; recent; latest; up-to-date; modern	11452	tân
新	新た	あらた	adj-na	new; fresh; novel	11453	tân
新	新鋭	しんえい	adj-na	young and energetic; up-and-coming; new and excellent; newly produced; up-and-comer	11454	tân nhọn
新	新芽	しんめ	n	sprout; bud; shoot	11455	tân ?
新	新学期	しんがっき	n	new school term	11456	tân ? kì
新	新刊	しんかん	n	new book; new publication	11457	tân san
新	新幹線	しんかんせん	n	Shinkansen; bullet train	11458	tân ? ?
新	新顔	しんがお	n	newcomer; new face	11459	tân nhan
新	新規	しんき	adj-no	new; fresh	11460	tân qui
人	一人物	いちじんぶつ	n	person to be reckoned with; person of importance	4877	nhất nhân vật
人	一人歩き	ひとりあるき	n	taking on a life of its own (of a rumour, etc.)	4878	nhất nhân ?
人	一人娘	ひとりむすめ	n	only daughter	4879	nhất nhân nương
人	一般人	いっぱんじん	n	ordinary person; member of the general public; non-celebrity	4935	nhất bàn nhân
人	恩人	おんじん	n	benefactor; patron; person to whom one owes a great deal; person to whom one is (deeply) indebted	5372	ân nhân
人	何人	なんにん	n	how many people; a number of people	5496	? nhân
人	家人	かじん	n	occupant of a house; family member; household member (incl. servants)	5567	gia nhân
人	歌人	かじん	n	poet (of tanka poems)	5610	ca nhân
人	けが人	けがにん	n	wounded person; injured person	5817	nhân
人	外国人	がいこくじん	n	foreigner; foreign citizen; foreign national; alien; non-Japanese	5968	ngoại ? nhân
人	外人	がいじん	n	foreigner (esp. one of European ancestry); gaijin; whitey	5976	ngoại nhân
人	管理人	かんりにん	n	administrator; janitor; manager; concierge; caretaker; superintendent; supervisor	6361	quản lí nhân
水	給水	きゅうすい	n	water supply; supplied water; water refill	6961	cấp thuỷ
水	原水爆	げんすいばく	n	atomic and hydrogen bombs; nuclear and thermonuclear bombs	8011	nguyên thuỷ ?
水	呼び水	よびみず	n	pump-priming; rousing; stimulation	8140	hô thuỷ
水	湖水	こすい	n	lake; lake water	8182	hồ thuỷ
水	洪水	こうずい	n	flood; flooding	8599	hòng thuỷ
水	降水	こうすい	n	rainfall; precipitation	8719	giáng thuỷ
水	降水量	こうすいりょう	n	amount of precipitation; precipitation	8720	giáng thuỷ ?
水	香水	こうすい	n	perfume; scent	8727	hương thuỷ
水	高水準	こうすいじゅん	n	high level	8752	cao thuỷ chuẩn
水	治水	ちすい	n	river management; river improvement; flood control	9875	trị thuỷ
水	浄水	じょうすい	n	clean water; purified water	11270	? thuỷ
水	浸水	しんすい	n	inundation; submersion; flood	11501	tắm thuỷ
生	学生時代	がくせいじだい	n	student days	6104	? sinh thì đại
生	寄生	きせい	n	parasitism	6554	gửi sinh
生	寄生虫	きせいちゅう	n	parasite	6555	gửi sinh trùng
生	起死回生	きしかいせい	n	revival from the brink of death; recovering from a hopeless situation; resuscitation; revitalization	6728	khởi tợ hồi sinh
生	共生	きょうせい	n	coexistence; living together	7073	cộng sinh
生	原生	げんせい	adj-no	primeval; primordial; primitive; pristine	8012	nguyên sinh
生	公衆衛生	こうしゅうえいせい	n	public health; public hygiene; sanitation	8390	công ? vệ sinh
生	厚生	こうせい	n	welfare; public welfare; social welfare	8443	? sinh
生	厚生省	こうせいしょう	n	(former) Ministry of Health and Welfare	8444	? sinh tỉnh
生	厚生年金	こうせいねんきん	n	welfare pension	8445	? sinh nên kim
生	抗生物質	こうせいぶっしつ	n	antibiotic	8545	kháng sinh vật chất
生	更生	こうせい	n	rehabilitation; remaking one's life; starting life anew	8572	canh sinh
西	西部	せいぶ	n	western part; the west (of a region)	12148	tây bộ
西	西風	にしかぜ	n	west wind	12149	tây phong
西	西洋	せいよう	n	the West; the Occident; Western countries	12150	tây dương
西	西洋人	せいようじん	n	Western person; Westerner	12151	tây dương nhân
西	西暦	せいれき	n	Common Era; CE; Christian Era; anno domini; AD	12152	tây ?
西	大西洋	たいせいよう	n	Atlantic Ocean	13270	đại tây dương
西	東西	とうざい	n	east and west	14452	đang tây
西	北西	ほくせい	n	northwest	16760	? tây
西	西方	せいほう	n	western direction	18597	tây phương
西	南西	なんせい	n	southwest	18671	nam tây
西	西独	せいどく	n	West Germany (1949-1990)	20623	tây ?
西	西日本	にしにほん	n	western Japan (usu. Chūbu region and westward)	21216	tây nhật bản
先	春先	はるさき	n	beginning of spring	10734	? tiên
先	真っ先	まっさき	n	the head; the foremost; beginning; the very front	11529	chân tiên
先	刃先	はさき	n	edge of blade	11725	nhẫn tiên
先	先	さき	n	point; tip; end; nozzle	12340	tiên
先	先々	さきざき	n	distant future; inevitable future	12341	tiên
先	先ず	まず	adv	first (of all); firstly; to begin with; before anything else	12342	tiên
先	先に	さきに	adv	previously; before; earlier; formerly; recently	12343	tiên
先	先安	さきやす	n	lower future quotations	12344	tiên an
先	先駆	せんく	n	forerunner; precursor; pioneer; leader	12345	tiên ?
先	先駆ける	さきがける	v1	to do (something) before (something or someone else); to be ahead of (others, the times, etc.)	12346	tiên ?
先	先決	せんけつ	n	deciding first; settling (a matter) first; first priority	12347	tiên quyết
先	先月	せんげつ	n	last month	12348	tiên nguyệt
千	千鳥	ちどり	n	plover	12383	thiên điểu
千	千島	ちしま	n	Kurile Islands	12384	thiên đảo
千	千里	せんり	n	1000 ri; (a) long distance	12385	thiên lịa
千	千代	ちよ	n	thousand years; thousand generations; thousand ages; eternity	18601	thiên đại
千	千切れる	ちぎれる	v1	to be torn off; to come off	19900	thiên thiết
千	四千	よんせん	num	four thousand; 4,000	21218	tứ thiên
千	千島列島	ちしまれっとう	n	Kurile Islands	21345	thiên đảo liệt đảo
千	千九百年代	せんきゅうひゃくねんだい	n	the 1900s	21479	thiên cửu bá nên đại
千	千葉	ちば	n	Chiba (city, prefecture)	22087	thiên diệp
川	川端	かわばた	n	riverside; riverbank	12419	xuyên đoan
川	川柳	せんりゅう	n	senryū; comic haiku; humorous seventeen-mora poem	12420	xuyên liễu
川	滝川	たきがわ	n	rapids	13327	sông xuyên
川	谷川	たにがわ	n	mountain stream	13378	cốc xuyên
川	堀川	ほりかわ	n	canal	16784	? xuyên
川	川口	かわぐち	n	mouth of river; estuary	18439	xuyên khẩu
川	天の川	あまのがわ	n	Milky Way; luminous band corresponding to the plane of the galaxy	18640	thiên xuyên
川	川原	かわら	n	dry riverbed; river beach	19041	xuyên nguyên
川	河川敷	かせんじき	n	flood plain; river terrace; riverside area; area between river and river bank	20185	hà xuyên ?
川	川崎	かわさき	n	Kawasaki (city)	22083	xuyên ?
前	左前	ひだりまえ	n	wearing a kimono with the right side over the left (normally used only for the dead)	9004	tả tiền
前	最前線	さいぜんせん	n	front line; forefront	9108	tối tiền ?
前	事前	じぜん	adj-no	prior; beforehand; in advance; before the fact; ex ante	9774	sự tiền
前	持ち前	もちまえ	adj-no	natural; inborn; innate; inherent; characteristic	9818	trì tiền
前	自前	じまえ	n	paying one's own expenses	9926	tự tiền
前	手前	てまえ	n	before oneself; in front of one; nearby	10295	thủ tiền
前	出前	でまえ	n	home delivery (of food); outside catering	10688	xuất tiền
前	人前	にんまえ	n	portion of food	11699	nhân tiền
前	人前	ひとまえ	n	presence of other people; (in) public; (in) front of others	11700	nhân tiền
前	寸前	すんぜん	n	just before; on the verge of; on the brink of	11883	thốn tiền
前	生前	せいぜん	n	while alive; during one's lifetime	12070	sinh tiền
前	戦前	せんぜん	n	pre-war days; before the war	12435	? tiền
足	充足	じゅうそく	n	sufficiency	10538	sung túc
足	出足	であし	n	turnout (of people)	10689	xuất túc
足	俊足	しゅんそく	n	swiftness of foot; fast runner	10729	tuấn túc
足	寝不足	ねぶそく	adj-na	lack of sleep; insufficient sleep	11402	? bất túc
足	足	あし	n	foot; paw; arm (of an octopus, squid, etc.)	12928	túc
足	足し算	たしざん	n	addition	12929	túc toán
足	足す	たす	v5s	to add (numbers)	12930	túc
足	足りる	たりる	v1	to be sufficient; to be enough	12931	túc
足	足る	たる	v5r	to be sufficient; to be enough	12932	túc
足	足音	あしおと	n	(sound of) footsteps	12933	túc âm
足	足腰	あしこし	n	legs and loins; lower body	12934	túc yêu
足	足止め	あしどめ	n	preventing (someone) from leaving; confinement; keeping indoors; inducement to stay	12935	túc chỉ
多	多彩	たさい	adj-na	colourful; colorful; multicoloured; multicolored; varicoloured; varicolored	13008	đa thái
多	多才	たさい	adj-na	talented	13009	đa tài
多	多湿	たしつ	n	high humidity	13010	đa ?
多	多重	たじゅう	n	multiple; multiplex	13011	đa trọng
多	多少	たしょう	adv	a little; some; somewhat; slightly; to some degree; to some extent	13012	đa thiểu
多	多数	たすう	n	large number (of); many	13013	đa ?
多	多数決	たすうけつ	n	majority decision; majority vote; majority rule	13014	đa ? quyết
多	多大	ただい	adj-na	great (quantity, amount, etc.); huge; enormous; serious	13015	đa đại
多	多難	たなん	adj-na	full of troubles, difficulties	13016	đa nan
多	多分	たぶん	adv	probably; likely; perhaps; maybe	13017	đa phân
多	多忙	たぼう	n	being very busy; busyness	13018	đa mang
多	多面	ためん	n	many-sided; multifaceted	13019	đa ?
大	強大	きょうだい	adj-na	powerful; strong; mighty	7130	càng đại
大	誇大	こだい	adj-na	exaggeration; hyperbole	8196	khoa đại
大	広大	こうだい	adj-na	vast; extensive; immense; huge; large; grand; magnificent	8532	? đại
大	国務大臣	こくむだいじん	n	minister of state; cabinet minister (in Japan)	8879	? vụ đại thần
大	最大	さいだい	n	biggest; greatest; largest; maximum	9111	tối đại
大	重大	じゅうだい	adj-na	serious; important; significant; grave; weighty	10600	trọng đại
大	女子大	じょしだい	n	women's college; women's university	10899	nữa tí đại
大	甚大	じんだい	adj-na	very great; enormous; serious	11736	thậm đại
大	世界大戦	せかいたいせん	n	world war	11889	thế giới đại ?
大	盛大	せいだい	adj-na	grand; magnificent; lavish; large scale; prosperous; thriving; lively	12100	thịnh đại
大	絶大	ぜつだい	adj-na	tremendous; immense; enormous; colossal; stupendous; huge	12330	tuyệt đại
大	粗大	そだい	adj-na	coarse; rough; bulky	12638	thô đại
男	男子	だんし	n	boy	13502	nam tí
男	男爵	だんしゃく	n	baron	13503	nam tước
男	男女	だんじょ	n	men and women; man and woman; both sexes; both genders	13504	nam nữa
男	男性	だんせい	n	man; male	13505	nam tính
男	男前	おとこまえ	n	handsome man; man's looks; good looks	13506	nam tiền
男	男尊女卑	だんそんじょひ	n	male domination of women; male chauvinism; subjection of women	13507	nam tôn nữa ?
男	男優	だんゆう	n	(male) actor	13508	nam ?
男	長男	ちょうなん	n	eldest son (may be the only son); first-born son	13875	trường nam
男	年男	としおとこ	n	man born in a year with the same Chinese zodiac sign as the current year	15092	nên nam
男	老若男女	ろうにゃくなんにょ	n	men and women of all ages	18182	lão nhược nam nữa
男	男性的	だんせいてき	adj-na	manly	19898	nam tính đích
男	男児	だんじ	n	boy; son	20324	nam ?
中	間中	あいだじゅう	n	during	6426	gian trung
中	宮中	きゅうちゅう	n	imperial court	6896	? trung
中	胸中	きょうちゅう	n	one's heart; one's mind; one's intentions	7195	hông trung
中	空中	くうちゅう	n	(in) the air; midair; sky	7447	không trung
中	御中	おんちゅう	n-suf	... and Company; Messrs; for the attention of ...	8275	ngự trung
中	お中元	おちゅうげん	n	mid-year gift; summer gift	8276	trung nguyên
中	工事中	こうじちゅう	adj-no	under construction	8507	công sự trung
中	獄中	ごくちゅう	n	during imprisonment; while in jail	8907	ngục trung
中	仕事中	しごとちゅう	adj-no	at work; in the midst of work; working	9437	sĩ sự trung
中	市中	しちゅう	n	in the city	9548	thị trung
中	集中	しゅうちゅう	n	concentration (on a task); focusing one's attention	10515	tập trung
中	暑中	しょちゅう	n	height of summer; high summer; hottest part of the summer	10837	? trung
長	会長	かいちょう	n	president (of a society); chairman	5750	hội trường
長	学長	がくちょう	n	(university) president; chancellor; principal; provost	6107	? trường
長	官房長官	かんぼうちょうかん	n	Chief Cabinet Secretary (Japan)	6256	quan phòng trường quan
長	館長	かんちょう	n	superintendent; director; curator; chief librarian	6452	quán trường
長	機長	きちょう	n	captain (of an aircraft)	6610	cơ trường
長	議長	ぎちょう	n	chair; chairman; chairperson; speaker (of an assembly); president (of a council, senate, etc.)	6815	nghị trường
長	局長	きょくちょう	n	bureau director; office chief	7242	cục trường
長	区長	くちょう	n	head of a ward; mayor of a ward; chief administrator of a ward	7381	? trường
長	係長	かかりちょう	n	subsection head; assistant manager; chief clerk	7527	hệ trường
長	校長	こうちょう	n	principal; head teacher; headmaster; headmistress	8582	chò trường
長	国務長官	こくむちょうかん	n	Secretary of State	8880	? vụ trường quan
長	座長	ざちょう	n	chairman	9049	toà trường
天	晴天	せいてん	n	fine weather (i.e. little or no clouds); fair weather; clear weather; clear sky; fair skies	11993	tạnh thiên
天	先天的	せんてんてき	adj-na	inborn; innate; inherent; congenital; hereditary	12368	tiên thiên đích
天	天	てん	n	sky	14178	thiên
天	天井	てんじょう	n	ceiling	14179	thiên tỉnh
天	天王星	てんのうせい	n	Uranus (planet)	14180	thiên vương tinh
天	天下	てんか	n	the whole world	14181	thiên hạ
天	天下り	あまくだり	n	retiring high-ranking government officials taking a lucrative job in a private or semi-private corporation	14182	thiên hạ
天	天気	てんき	n	weather	14183	thiên ?
天	天気予報	てんきよほう	n	weather forecast; weather report	14184	thiên ? nhừ báo
天	天狗	てんぐ	n	tengu; red-faced and long-nosed goblin said to reside deep in the mountains	14185	thiên cẩu
天	天候	てんこう	n	weather	14186	thiên hầu
天	天皇制	てんのうせい	n	the Emperor System	14187	thiên hoàng chế
店	代理店	だいりてん	n	agency; agent	13194	đại lí điếm
店	店員	てんいん	n	employee (of a store); shop assistant; clerk; salesperson	14210	điếm viên
店	店主	てんしゅ	n	shopkeeper; storekeeper; proprietor of a shop	14211	điếm chúa
店	店先	みせさき	n	storefront; shopfront	14212	điếm tiên
店	店長	てんちょう	n	shop manager	14213	điếm trường
店	店頭	てんとう	n	shopfront; storefront; shopwindow; (near the) shop entrance	14214	điếm đầu
店	店内	てんない	n	inside of a store (restaurant, café, etc.); store interior; on the premises	14215	điếm nội
店	店舗	てんぽ	n	shop; store; establishment; restaurant	14216	điếm ?
店	当店	とうてん	n	this store	14495	? điếm
店	同店	どうてん	n	the same store; the same shop	14644	đồng điếm
店	売店	ばいてん	n	stand; stall; booth; kiosk; store	15301	? điếm
