kanji_char	word	reading	pos	en_gloss	frequency_rank	han_viet	vi_meaning
時	一時金	いちじきん	n	single amount (of money); one-off payment; lump sum	4855	nhất thì kim	khoản tiền một lần
時	一時的	いちじてき	adj-na	temporary; transitory; short-lived	4856	nhất thì đích	tạm thời, nhất thời
時	営業時間	えいぎょうじかん	n	business hours; opening hours; office hours	5117	? nghiệp thì gian	giờ làm việc, giờ mở cửa
時	黄金時代	おうごんじだい	n	golden age	5349	hoàng kim thì đại	thời kỳ hoàng kim
時	何時	なんじ	n	what time; which hour	5487	? thì	mấy giờ
時	何時の間にか	いつのまにか	adv	before one knows; before one becomes aware of; unnoticed; unawares	5488	? thì gian	không biết tự lúc nào
耳	耳	みみ	n	ear	9884	nhĩ	tai
耳	耳障り	みみざわり	adj-na	hard (on the ears); offensive (to the ear); rasping; rough; harsh; grating; jarring; cacophonous	9885	nhĩ chướng	chói tai
耳	耳鼻科	じびか	n	otolaryngology; ear, nose, and throat department	9886	nhĩ ? khoa	khoa tai mũi họng
耳	耳目	じもく	n	eyes and ears; seeing and hearing	9887	nhĩ mục	mắt thấy tai nghe
耳	中耳	ちゅうじ	n	middle ear; tympanum	13669	trung nhĩ	tai giữa
耳	中耳炎	ちゅうじえん	n	otitis media; middle-ear infection	13670	trung nhĩ viêm	viêm tai giữa
耳	耳元	みみもと	n	close to the ear	20035	nhĩ nguyên	bên tai
耳	耳より	みみより	adj-na	welcome (news); inviting; encouraging; tempting; hopeful	20036	nhĩ	tin vui, đáng mừng
七	七	しち	num	seven	9975	thất	bảy
七	七つ	ななつ	num	seven	9976	thất	bảy (cái)
七	七月	しちがつ	n	July	9977	thất nguyệt	tháng Bảy
七	七五三	しちごさん	n	shichi-go-san; 7-5-3 day; festival day for children aged 7, 5 and 3 held on or around November 15	9978	thất ngũ tam	lễ Shichi-go-san (cho trẻ 7, 5, 3 tuổi)
七	七福神	しちふくじん	n	Seven Gods of Fortune; Seven Deities of Good Luck; Seven Lucky Gods	9979	thất phúc thần	thất phúc thần
七	七十	しちじゅう	num	seventy; 70	18541	thất thập	bảy mươi
七	七日	なのか	n	7th day of the month	18542	thất nhật	ngày mùng 7
七	七夕	たなばた	n	Star Festival (held in July or August); Tanabata; Festival of the Weaver	18543	thất tịch	lễ Tanabata (lễ thất tịch)
社	会社	かいしゃ	n	company; corporation; firm	5742	hội xã	công ty
社	会社員	かいしゃいん	n	company employee; office worker; white-collar worker	5743	hội xã viên	nhân viên công ty
社	株式会社	かぶしきがいしゃ	n	stock company; corporation; kabushiki kaisha; KK	6190	chò thức hội xã	công ty cổ phần
社	貴社	きしゃ	n	your company	6715	quý xã	quý công ty (kính ngữ)
社	結社	けっしゃ	n	association; society	7756	kết xã	hội, hiệp hội
社	御社	おんしゃ	n	your company	8269	ngự xã	quý công ty (kính ngữ)
社	公社	こうしゃ	n	public corporation	8386	công xã	công ty công ích
社	公社債	こうしゃさい	n	public bonds	8387	công xã trái	trái phiếu công
車	下車	げしゃ	n	alighting (from a train, bus, etc.); getting off; getting out (of a car)	5426	hạ xa	xuống xe
車	貨車	かしゃ	n	freight car; van	5678	hoá xa	toa hàng
車	外車	がいしゃ	n	foreign-made car; imported car	5970	ngoại xa	xe nhập khẩu
車	機関車	きかんしゃ	n	locomotive; engine	6601	cơ ? xa	đầu máy xe lửa
車	汽車	きしゃ	n	steam locomotive; steam train	6676	? xa	tàu hỏa hơi nước
車	客車	きゃくしゃ	n	passenger car; passenger carriage	6842	khách xa	toa hành khách
車	救急車	きゅうきゅうしゃ	n	ambulance	6929	cứu cấp xa	xe cấp cứu
車	空車	くうしゃ	n	empty conveyance; empty taxi; free taxi	7440	không xa	xe trống (không khách)
手	お手上げ	おてあげ	n	being done for; giving up; being in a hopeless situation; not knowing what to do; being brought to one's knees; throwing up (one's) hands	68	thủ thượng	bó tay, đầu hàng
手	お手洗い	おてあらい	n	toilet; restroom; lavatory; bathroom	69	thủ tẩy	nhà vệ sinh
手	お手伝いさん	おてつだいさん	n	maid	70	thủ ?	người giúp việc
手	握手	あくしゅ	n	handshake	4589	? thủ	bắt tay
手	一手	いって	n	one move (in go, shogi, etc.)	4859	nhất thủ	một nước (cờ)
手	一番手	いちばんて	n	first person (to do); person going first	4939	nhất phan thủ	người đầu tiên
手	右手	みぎて	n	right hand	5052	hữu thủ	tay phải
手	運転手	うんてんしゅ	n	driver; chauffeur	5098	vận ? thủ	tài xế
週	一週間	いっしゅうかん	n	one week	4863	nhất chu gian	một tuần
週	今週	こんしゅう	n	this week	8940	kim chu	tuần này
週	再来週	さらいしゅう	n	week after next	9086	tái ? chu	tuần sau nữa
週	週	しゅう	n	week	10498	chu	tuần
週	週刊	しゅうかん	n	weekly publication	10499	chu san	xuất bản hàng tuần
週	週刊誌	しゅうかんし	n	weekly (publication); weekly magazine; weekly journal	10500	chu san chí	tạp chí tuần
週	週間	しゅうかん	n	week	10501	chu gian	tuần
週	週末	しゅうまつ	adv	weekend	10502	chu mạt	cuối tuần
十	五十音	ごじゅうおん	n	the Japanese syllabary	8210	ngũ thập âm	bảng chữ cái Nhật (50 âm)
十	五十三次	ごじゅうさんつぎ	n	fifty-three stations on the Tōkaidō (Edo-Kyoto highway in Edo-period Japan)	8211	ngũ thập tam thứ	53 trạm dịch (Tokaido)
十	三十日	さんじゅうにち	n	30th day of the month	9308	tam thập nhật	ngày 30
十	三十八度線	さんじゅうはちどせん	n	38th parallel (that demarcates North Korea and South Korea)	9309	tam thập bát độ ?	vĩ tuyến 38
十	十一	じゅういち	num	eleven; 11	10543	thập nhất	mười một
十	十一月	じゅういちがつ	n	November	10544	thập nhất nguyệt	tháng Mười Một
十	十億	じゅうおく	num	1,000,000,000; billion	10545	thập ức	một tỷ
十	十九	じゅうきゅう	num	nineteen; 19	10546	thập cửu	mười chín
出	ことが出来る	ことができる	exp	to be able (to); to be possible (to)	165	xuất ?	có thể (làm được)
出	隠し引き出し	かくしひきだし	n	secret drawer; hidden drawer	5040	? dẫn xuất	ngăn kéo bí mật
出	演出	えんしゅつ	n	direction (of a play, film, etc.); production	5218	diễn xuất	đạo diễn, dàn dựng
出	家出	いえで	n	running away from home; elopement	5566	gia xuất	bỏ nhà ra đi
出	外出	がいしゅつ	n	going out; outing; leaving (one's home, office, etc.)	5972	ngoại xuất	đi ra ngoài
出	割り出す	わりだす	v5s	to calculate; to compute	6148	cắt xuất	tính ra, suy ra
出	救出	きゅうしゅつ	n	rescue; extricate; reclaim; deliverance	6932	cứu xuất	cứu thoát, giải cứu
出	供出	きょうしゅつ	n	obligatory supply (of goods to the government, e.g. during wartime); delivery (to the government at a fixed price, e.g. of rice)	7042	cung xuất	nộp (theo nghĩa vụ)
書	遺書	いしょ	n	note left by a dead person; suicide note; testamentary letter; will; testament	4772	di thư	di thư, thư tuyệt mệnh
書	横書き	よこがき	n	writing horizontally; horizontal writing	5312	hoạnh thư	viết ngang
書	下書き	したがき	n	draft; rough copy	5433	hạ thư	bản nháp
書	願書	がんしょ	n	(written) application; written request; petition	6498	nguyện thư	đơn đăng ký
書	教科書	きょうかしょ	n	textbook; coursebook; schoolbook	7158	giáo khoa thư	sách giáo khoa
書	教書	きょうしょ	n	message (delivered by the US president or a state governor); address	7169	giáo thư	thông điệp (của tổng thống, thống đốc)
書	筋書き	すじがき	n	synopsis; outline; plot	7301	gân thư	cốt truyện, dàn ý
書	契約書	けいやくしょ	n	(written) contract; agreement	7550	khế ước thư	hợp đồng (văn bản)
女	悪女	あくじょ	n	wicked woman	4575	? nữa	người đàn bà ác độc
女	王女	おうじょ	n	princess	5339	vương nữa	công chúa
女	皇女	こうじょ	n	imperial princess	8612	hoàng nữa	hoàng nữ, công chúa
女	三女	さんじょ	n	third daughter	9310	tam nữa	con gái thứ ba
女	子女	しじょ	n	sons and daughters; children	9531	tí nữa	con cái (trai và gái)
女	侍女	じじょ	n	lady attendant; female servant; lady's maid; waiting maid	9799	? nữa	nữ tỳ, hầu nữ
女	次女	じじょ	n	second daughter	9863	thứ nữa	con gái thứ hai
女	淑女	しゅくじょ	n	lady	10628	? nữa	quý cô
小	過小評価	かしょうひょうか	n	underestimation; undervaluation	5690	quá tiểu bình ?	đánh giá thấp
小	最小	さいしょう	adj-no	smallest (in size, degree, etc.); least; minimum; minimal	9102	tối tiểu	nhỏ nhất, tối thiểu
小	最小限	さいしょうげん	adj-no	minimum; lowest; minimal; least	9103	tối tiểu hạn	tối thiểu, ít nhất
小	山小屋	やまごや	n	mountain hut (esp. one that offers lodging to climbers and hikers); mountain cottage; mountain shanty	9359	sơn tiểu ốc	lều trên núi
小	芝居小屋	しばいごや	n	playhouse; theatre; theater	10075	chi cư tiểu ốc	rạp hát
小	縮小	しゅくしょう	n	reduction; curtailment; cut; cutback; scaling down; contraction; shrinkage	10644	? tiểu	thu nhỏ, cắt giảm
小	小さい	ちいさい	adj-i	small; little; tiny	10976	tiểu	nhỏ
小	小雨	こさめ	n	light rain; drizzle	10978	tiểu ?	mưa nhỏ, mưa phùn
少	希少	きしょう	adj-na	scarce; rare	6687	hơi thiểu	hiếm, quý hiếm
少	減少	げんしょう	n	decrease; reduction; decline	8048	giảm thiểu	giảm sút
少	最少	さいしょう	adj-no	fewest; least; smallest (number); lowest; minimum	9104	tối thiểu	ít nhất, nhỏ nhất (số lượng)
少	少尉	しょうい	n	second lieutenant; sublieutenant; ensign	10977	thiểu ?	thiếu úy
少	少し	すこし	adv	a little; a bit; a small amount; a few; some; slightly; somewhat	11020	thiểu	một chút
少	少しずつ	すこしずつ	adv	little by little; bit by bit	11021	thiểu	từng chút một
少	少しも	すこしも	adv	(not) at all; (not) a bit; (not) in the least; (not) in the slightest	11022	thiểu	không một chút nào
少	少ない	すくない	adj-i	few; little; small (amount); low; scarce; insufficient; seldom; rare	11023	thiểu	ít, hiếm
上	お手上げ	おてあげ	n	being done for; giving up; being in a hopeless situation; not knowing what to do; being brought to one's knees; throwing up (one's) hands	68	thủ thượng	bó tay, đầu hàng
上	その上	そのうえ	conj	in addition; furthermore	249	thượng	hơn nữa, ngoài ra
上	安上がり	やすあがり	adj-na	cheap; economical	4610	an thượng	tiết kiệm, rẻ
上	以上	いじょう	n-suf	not less than ...; ... and over; ... and above; ... and upwards; ... or more	4647	? thượng	... trở lên, trên ...
上	右上	みぎうえ	n	upper right	5053	hữu thượng	góc trên phải
上	炎上	えんじょう	n	going up in flames; destruction by fire (esp. of a large building)	5225	viêm thượng	bùng cháy, bị "ném đá" online
上	屋上	おくじょう	n	rooftop	5358	ốc thượng	sân thượng
上	海上	かいじょう	n	(on the) sea; surface of the sea	5871	hải thượng	trên biển
食	衣食住	いしょくじゅう	n	food, clothing and shelter; necessities of life	4752	y ? trú	ăn mặc ở
食	飲食	いんしょく	n	food and drink; eating and drinking	5031	ẩm ?	ăn uống
食	飲食店	いんしょくてん	n	restaurant	5032	ẩm ? điếm	quán ăn, nhà hàng
食	会食	かいしょく	n	eating together; dining together; having a meal together	5746	hội ?	dùng bữa cùng nhau
食	外食	がいしょく	n	eating out; dining out	5974	ngoại ?	ăn ngoài
食	間食	かんしょく	n	eating between meals; snacking	6422	gian ?	ăn vặt giữa bữa
食	給食	きゅうしょく	n	provision of lunch (e.g. at office, school, etc.); providing a meal; lunch service	6960	cấp ?	bữa ăn (trường, công ty)
食	軽食	けいしょく	n	light meal; snack; refreshments	7659	? ?	bữa nhẹ
新	スポーツ新聞	スポーツしんぶん	n	sports newspaper	2064	tân ?	báo thể thao
新	維新	いしん	n	reformation; revolution; renewal	4743	? tân	duy tân, cải cách
新	一新	いっしん	n	complete change; reform; restoration; remodeling; remodelling; renewal	4872	nhất tân	đổi mới hoàn toàn
新	改新	かいしん	n	reformation	5845	? tân	cải cách, đổi mới
新	革新	かくしん	n	reform; innovation	6081	? tân	cách tân, đổi mới
新	謹賀新年	きんがしんねん	exp	Happy New Year	7312	cẩn hạ tân nên	cung chúc tân xuân
新	更新	こうしん	n	renewal; update; replacement; renovation; breaking (a record)	8570	canh tân	cập nhật, gia hạn
新	最新	さいしん	n	latest; newest; late-breaking (news)	9105	tối tân	mới nhất
人	あの人	あのひと	pn	he; she; that person	10	nhân	người đó, anh ấy / chị ấy
人	アメリカ人	アメリカじん	n	American (person)	570	nhân	người Mỹ
人	愛人	あいじん	n	lover; mistress	4555	? nhân	người yêu, nhân tình
人	悪人	あくにん	n	bad person; villain; scoundrel; wrongdoer; wicked person	4576	? nhân	kẻ xấu, kẻ ác
人	偉人	いじん	n	great person; eminent figure	4660	vĩ nhân	vĩ nhân
人	一人で	ひとりで	exp	alone; by oneself; on one's own	4874	nhất nhân	một mình
人	一人前	いちにんまえ	n	one portion; one serving; one person	4875	nhất nhân tiền	một suất, đủ tư cách (người lớn)
人	一人息子	ひとりむすこ	n	only son	4876	nhất nhân tức tí	con trai một
水	飲料水	いんりょうすい	n	drinking water	5034	ẩm liệu thuỷ	nước uống
水	汚水	おすい	n	filthy water; sewage	5265	? thuỷ	nước bẩn, nước thải
水	下水	げすい	n	drainage; ditch; gutter; sewerage	5434	hạ thuỷ	nước thải
水	下水道	げすいどう	n	sewer; sewer system; sewerage; drain	5435	hạ thuỷ đạo	hệ thống cống
水	海水	かいすい	n	seawater; saltwater	5872	hải thuỷ	nước biển
水	海水浴	かいすいよく	n	swimming in the ocean; sea bathing; seawater bath; going for a dip in the ocean	5873	hải thuỷ ?	tắm biển
水	海水浴場	かいすいよくじょう	n	swimming area (in the ocean); swimming beach; seawater baths	5874	hải thuỷ ? trường	bãi tắm biển
水	渇水	かっすい	n	water shortage	6171	? thuỷ	thiếu nước
生	お誕生日おめでとうございます	おたんじょうびおめでとうございます	exp	happy birthday	83	? sinh nhật	chúc mừng sinh nhật
生	一生懸命	いっしょうけんめい	adv	very hard; with utmost effort; as hard as one can; with all one's might; for dear life; eagerly; desperately	4881	nhất sinh ? mệnh	hết sức, dốc lòng
生	一年生	いちねんせい	n	first-year student; first-year pupil	4925	nhất nên sinh	học sinh năm nhất
生	衛生	えいせい	n	hygiene; sanitation; cleanliness; health	5155	vệ sinh	vệ sinh
生	往生	おうじょう	n	passing on to the next life	5280	vãng sinh	qua đời, vãng sinh
生	芽生え	めばえ	n	bud; sprout	5723	? sinh	mầm non, sự nảy mầm
生	回生	かいせい	n	resurrection; resuscitation; coming back to life	5791	hồi sinh	hồi sinh
生	学生	がくせい	n	student (esp. a university student)	6103	? sinh	học sinh, sinh viên
西	関西	かんさい	n	Kansai (region comprising Kyoto, Osaka, Kobe and surrounding prefectures)	6437	? tây	vùng Kansai
西	関西弁	かんさいべん	n	Kansai dialect	6438	? tây ?	tiếng Kansai
西	西	にし	n	west	12141	tây	tây
西	西ドイツ	にしドイツ	n	West Germany (1949-1990); Federal Republic of Germany	12142	tây	Tây Đức
西	西瓜	すいか	n	watermelon (Citrullus lanatus)	12143	tây qua	dưa hấu
西	西欧	せいおう	n	Western Europe	12144	tây ?	Tây Âu
西	西口	にしぐち	n	west entrance; west exit	12145	tây khẩu	cửa tây
西	西側	にしがわ	n	west side; west bank	12146	tây trắc	phía tây
先	お先に	おさきに	adv	before; previously	75	tiên	xin phép đi trước
先	ペン先	ペンさき	n	pen nibs	3633	tiên	ngòi bút
先	勤め先	つとめさき	n	place of work	7276	cần tiên	nơi làm việc
先	軒先	のきさき	n	edge of the eaves; house frontage	7962	hiên tiên	hiên nhà, đầu hồi
先	口先	くちさき	n	lip service; mere words; professions	8462	khẩu tiên	miệng lưỡi, lời nói suông
先	行き先	いきさき	n	destination	8671	hàng tiên	đích đến
先	最先端	さいせんたん	n	cutting edge; leading edge; forefront; state of the art	9107	tối tiên đoan	tiên tiến nhất, mũi nhọn
先	指先	ゆびさき	n	fingertip; finger	9597	chỉ tiên	đầu ngón tay
千	一千	いっせん	num	1,000; one thousand	4888	nhất thiên	một nghìn
千	何千	なんぜん	n	many thousands	5497	? thiên	hàng nghìn
千	三千	さんぜん	num	3000; three thousand	9314	tam thiên	ba nghìn
千	数千	すうせん	n	thousands; several thousand	11863	? thiên	hàng nghìn
千	千	せん	num	thousand; 1,000	12378	thiên	nghìn
千	千円札	せんえんさつ	n	1,000 yen bill	12380	thiên ? trát	tờ 1000 yên
千	千秋楽	せんしゅうらく	n	final day of a performance; closing date; final show	12381	thiên thu ?	ngày diễn cuối
千	千切る	ちぎる	v5r	to tear to pieces; to tear to shreds; to tear up	12382	thiên thiết	xé vụn, xé nhỏ
川	河川	かせん	n	rivers	5615	hà xuyên	sông ngòi
川	山川	さんせん	n	mountains and rivers	9360	sơn xuyên	núi sông
川	小川	おがわ	n	stream; brook; creek	11005	tiểu xuyên	suối nhỏ
川	川	かわ	n	river; stream	12414	xuyên	sông
川	川沿い	かわぞい	adj-no	along the river; riverside	12415	xuyên duyên	dọc bờ sông
川	川下	かわしも	n	downstream	12416	xuyên hạ	hạ lưu
川	川岸	かわぎし	n	riverbank; riverside	12417	xuyên ngàn	bờ sông
川	川上	かわかみ	n	upper reaches of a river; upstream	12418	xuyên thượng	thượng nguồn
前	お前	おまえ	pn	you	76	tiền	mày, ngươi (xưng hô thân mật)
前	以前	いぜん	n-suf	before; prior to; ago	4648	? tiền	trước đây, trước kia
前	一人前	いちにんまえ	n	one portion; one serving; one person	4875	nhất nhân tiền	một suất, đủ tư cách (người lớn)
前	駅前	えきまえ	n	in front of a station	5167	? tiền	trước ga
前	気前	きまえ	n	generosity	6664	? tiền	hào phóng
前	紀元前	きげんぜん	n	pre-era; BC; BCE	6689	kỉ nguyên tiền	trước Công nguyên
前	空前	くうぜん	adj-no	unprecedented; record-breaking	7444	không tiền	chưa từng có, vô tiền khoáng hậu
前	午前	ごぜん	n	morning; a.m.	8224	ngọ tiền	sáng, buổi sáng
足	一足	いっそく	n	a pair (of shoes or socks)	4894	nhất túc	một đôi (giày, tất)
足	一足	ひとあし	n	a step	4895	nhất túc	một đôi (giày, tất)
足	右足	みぎあし	n	right foot	5055	hữu túc	chân phải
足	運動不足	うんどうぶそく	n	lack of physical exercise; insufficient exercise; inactivity	5103	vận động bất túc	thiếu vận động
足	遠足	えんそく	n	school trip; field trip; excursion; outing	5249	viễn túc	dã ngoại, đi chơi xa
足	駆け足	かけあし	n	running fast; double time	7412	? túc	chạy nhanh, chạy bộ
足	左足	ひだりあし	n	left foot	9005	tả túc	chân trái
足	手足	てあし	n	hands and feet; limbs	10297	thủ túc	tay chân
多	過多	かた	n	excess; surplus; superabundance	5693	quá đa	quá nhiều, dư thừa
多	数多く	かずおおく	exp	in great numbers	11864	? đa	rất nhiều, đông đảo
多	多	た	n	multi-	13002	đa	đa, nhiều
多	多い	おおい	adj-i	many; numerous; a lot	13003	đa	nhiều
多	多寡	たか	n	degree (of something); greatness or smallness (of something); quantity; number; amount; size	13004	đa quả	nhiều ít
多	多額	たがく	adj-no	large (amount of money); huge; hefty; expensive	13005	đa ngạch	số lớn (tiền)
多	多岐	たき	adj-no	diverse; various; wide-ranging	13006	đa ?	đa dạng, nhiều mặt
多	多元的	たげんてき	adj-na	pluralistic; plural	13007	đa nguyên đích	đa nguyên
大	お大事に	おだいじに	exp	take care of yourself; get well soon	81	đại sự	giữ gìn sức khỏe, mau khỏe
大	偉大	いだい	adj-na	great; grand; magnificent; outstanding; mighty	4661	vĩ đại	vĩ đại
大	医大	いだい	n	medical university; medical college; medical school	4789	? đại	đại học y
大	一大	いちだい	n-pref	one large ...; a great ...	4903	nhất đại	một (sự kiện) lớn
大	過大	かだい	adj-na	excessive; too much; unreasonable	5694	quá đại	quá đáng, quá mức
大	拡大	かくだい	n	expansion; extension	6025	? đại	mở rộng
大	寛大	かんだい	adj-na	tolerant; generous; lenient; broad-minded; magnanimous	6260	? đại	khoan dung, độ lượng
大	巨大	きょだい	adj-na	huge; gigantic; enormous	6997	? đại	khổng lồ
男	一男	いちなん	n	boy; eldest son	4909	nhất nam	con trai cả
男	三男	さんなん	n	three sons	9316	tam nam	con trai thứ ba (hoặc ba đứa con trai)
男	次男	じなん	n	second son	9868	thứ nam	con trai thứ hai
男	大男	おおおとこ	n	big man; large man; tall man; giant	13285	đại nam	người đàn ông to lớn
男	男	おとこ	n	man; male	13498	nam	đàn ông, nam giới
男	男の子	おとこのこ	exp	boy; son; baby boy	13499	nam tí	con trai, bé trai
男	男の人	おとこのひと	exp	man	13500	nam nhân	người đàn ông
男	男らしい	おとこらしい	adj-i	manly; masculine; like a man	13501	nam	nam tính
中	お話中	おはなしちゅう	adj-no	busy (phone)	95	thoại trung	đang bận điện thoại
中	アル中	アルちゅう	n	alcoholism	591	trung	nghiện rượu
中	一日中	いちにちじゅう	adv	all day long; all the day; throughout the day	4922	nhất nhật trung	suốt cả ngày
中	一年中	いちねんじゅう	n	all year round	4926	nhất nên trung	quanh năm
中	渦中	かちゅう	n	vortex; maelstrom; whirlpool	5081	? trung	xoáy nước, vòng xoáy (sự việc)
中	懐中電灯	かいちゅうでんとう	n	(electric) torch; flashlight	5831	? trung ? đăng	đèn pin
中	海中	かいちゅう	n	in the sea	5878	hải trung	dưới biển, trong biển
中	寒中	かんちゅう	n	mid-winter; cold season	6215	hàn trung	giữa mùa đông
長	ト長調	トちょうちょう	n	G major	2565	trường điều	giọng Sol trưởng
長	委員長	いいんちょう	n	chairperson (of a committee); chair; chairman; chairwoman; president	4669	uỷ viên trường	chủ tịch ủy ban
長	医長	いちょう	n	medical director; chief physician	4790	? trường	bác sĩ trưởng
長	院長	いんちょう	n	director (of a hospital, institution, academy, etc.); superintendent; rector	5035	viện trường	viện trưởng, giám đốc bệnh viện
長	駅長	えきちょう	n	station master	5168	? trường	trưởng ga
長	園長	えんちょう	n	head of a garden; kindergarten principal; nursery school principal; park director; zoo director; head of a plantation	5192	viên trường	chủ vườn, hiệu trưởng (mầm non)
長	延長	えんちょう	n	extension; elongation; prolongation; lengthening	5199	dang trường	gia hạn, kéo dài
長	課長	かちょう	n	section manager; section chief	5676	khoá trường	trưởng phòng (cấp khoa)
天	お天気	おてんき	n	weather	86	thiên ?	thời tiết
天	悪天候	あくてんこう	n	bad weather	4578	? thiên hầu	thời tiết xấu
天	雨天	うてん	n	rainy weather	5075	? thiên	trời mưa
天	炎天	えんてん	n	blazing heat; scorching sun	5226	viêm thiên	trời nắng gắt
天	楽天家	らくてんか	n	optimist; easy-going person	6133	? thiên gia	người lạc quan
天	楽天的	らくてんてき	adj-na	optimistic	6134	? thiên đích	lạc quan
天	仰天	ぎょうてん	n	being amazed; being horrified; being taken aback	7225	ngưỡng thiên	ngạc nhiên, sửng sốt
天	後天的	こうてんてき	adj-na	acquired (e.g. characteristic); learned (e.g. behaviour)	8253	hậu thiên đích	hậu thiên, học được
店	飲食店	いんしょくてん	n	restaurant	5032	ẩm ? điếm	quán ăn, nhà hàng
店	開店	かいてん	n	opening a new shop	5934	khai điếm	khai trương
店	喫茶店	きっさてん	n	coffee shop; tearoom; coffee lounge; coffeehouse; cafe	6826	khịt trà điếm	quán cà phê
店	支店	してん	n	branch office; branch store	9617	chi điếm	chi nhánh
店	書店	しょてん	n	bookshop; bookstore	10861	thư điếm	hiệu sách
店	商店	しょうてん	n	shop; store; firm	10955	thương điếm	cửa hàng
店	商店街	しょうてんがい	n	shopping district; shopping street; downtown	10956	thương điếm ?	khu phố mua sắm
店	専門店	せんもんてん	n	specialist shop; shop specializing in a particular type of product	12412	? môn điếm	cửa hàng chuyên dụng
電	家電	かでん	n	household (electrical) appliances; home appliances; consumer electronics	5578	gia ?	đồ điện gia dụng
電	懐中電灯	かいちゅうでんとう	n	(electric) torch; flashlight	5831	? trung ? đăng	đèn pin
電	外電	がいでん	n	foreign telegram	5978	ngoại ?	điện tín nước ngoài
電	乾電池	かんでんち	n	dry cell battery	6208	kiền ? trì	pin khô
電	携帯電話	けいたいでんわ	n	mobile phone; cell phone	7578	? ? ? thoại	điện thoại di động
電	公衆電話	こうしゅうでんわ	n	public telephone; pay phone	8391	công ? ? thoại	điện thoại công cộng
電	終電	しゅうでん	n	last train (of the day)	10478	chung ?	chuyến tàu cuối ngày
電	充電	じゅうでん	n	charging (electrically)	10540	sung ?	sạc điện
土	お土産	おみやげ	n	local specialty or souvenir bought as a gift while traveling (travelling)	87	thổ sản	quà lưu niệm
土	郷土	きょうど	n	native place; birth-place; one's old home	7210	? thổ	quê hương
土	国土	こくど	n	country; territory; domain; realm	8865	? thổ	lãnh thổ, đất nước
土	出土	しゅつど	n	archeological excavation (archaeological)	10699	xuất thổ	khai quật, đào lên
土	浄土	じょうど	n	pure land (esp. the Western Pure Land paradise of Amitabha); (Buddhist) paradise	11271	? thổ	tịnh độ, cõi cực lạc
土	全土	ぜんど	n	whole nation; whole land; whole country	12594	toàn thổ	toàn quốc, toàn lãnh thổ
土	土	つち	n	earth; soil; dirt; clay; mud	14365	thổ	đất
土	土間	どま	n	dirt floor; room with dirt floor	14366	thổ gian	nền đất, sàn đất
東	関東	かんとう	n	Kantō (region comprising Tokyo and surrounding prefectures)	6442	? đang	vùng Kanto
東	極東	きょくとう	n	Far East	7263	cực đang	Viễn Đông
東	広東	カントン	n	Guangdong (China); Kwangtung	8533	? đang	Quảng Đông
東	中東	ちゅうとう	n	Middle East	13691	trung đang	Trung Đông
東	東	ひがし	n	east	14445	đang	đông
東	東欧	とうおう	n	Eastern Europe	14446	đang ?	Đông Âu
東	東海	とうかい	n	Tōkai region (of Honshu; incl. Aichi, Shizuoka, Mie and southern Gifu prefectures)	14447	đang hải	vùng Tokai
東	東宮	とうぐう	n	crown prince	14448	đang ?	thái tử
道	沿道	えんどう	n	roadside; wayside; route	5209	duyên đạo	ven đường
道	横断歩道	おうだんほどう	n	pedestrian crossing; crosswalk	5316	hoạnh đoạn ? đạo	vạch sang đường, lối đi bộ
道	横道	よこみち	n	byway; side street; cross street	5319	hoạnh đạo	đường rẽ ngang, đường tắt
道	下水道	げすいどう	n	sewer; sewer system; sewerage; drain	5435	hạ thuỷ đạo	hệ thống cống
道	花道	はなみち	n	elevated walkway through the audience to the stage	5650	hoa đạo	lối đi qua khán đài (sân khấu)
道	回り道	まわりみち	n	detour; circuitous route; diversion	5783	hồi đạo	đường vòng
道	街道	かいどう	n	highway (esp. one existing from the Edo period); main road	6007	? đạo	đường lớn, quốc lộ
道	寄り道	よりみち	n	dropping in on the way; stopping off at; making a side trip	6549	gửi đạo	rẽ vào, ghé qua
読	愛読	あいどく	n	reading with pleasure	4556	? ?	ưa đọc, mê đọc
読	音読	おんどく	n	reading aloud	5398	âm ?	đọc to, đọc thành tiếng
読	音読み	おんよみ	n	on reading; on'yomi; Chinese-derived reading of a kanji	5399	âm ?	âm đọc kiểu Hán (on-yomi)
読	解読	かいどく	n	deciphering; decoding	5772	giải ?	giải mã
読	句読点	くとうてん	n	punctuation mark	7375	câu ? điểm	dấu câu
読	訓読み	くんよみ	n	kun reading; kun'yomi; native Japanese reading of a Chinese character	7494	huấn ?	âm đọc kiểu Nhật (kun-yomi)
読	購読	こうどく	n	buying and reading (book, magazine, etc.); subscribing (incl. free subscriptions); taking (e.g. newspaper)	8701	? ?	mua đọc, đặt mua (báo, tạp chí)
読	読み	よみ	n	reading	14760	?	cách đọc
南	西南	せいなん	n	south-west	12147	tây nam	tây nam
南	中南米	ちゅうなんべい	n	Central and South America	13695	trung nam ?	Trung và Nam Mỹ
南	東南	とうなん	n	south-east	14454	đang nam	đông nam
南	南	みなみ	n	south	14848	nam	nam
南	南アフリカ	みなみアフリカ	n	South Africa	14849	nam	Nam Phi
南	南緯	なんい	n	southern latitude	14850	nam vĩ	vĩ độ nam
南	南海	なんかい	n	southern sea	14851	nam hải	biển nam
南	南極	なんきょく	n	South Pole	14852	nam cực	Nam Cực
